targets	response	score
That does sound interesting, I'll have to look into it.	[' space exploration yes ']	[' cafe yes ', ' food item yes ']	0.343627714771047
I don’t think so, I’m a bit busy this weekend.	[' hiking no ']	[' movie no ']	0.46561056572837045
No, I haven't. To be honest, documentaries in general kind of bore me.	[' wildlife documentaries no ']	[' documentaries no ']	0.8208076472632577
I like playing video games and reading books.	[' hobbies yes ', ' video games yes ']	[' hobbies yes ', ' video games yes ']	0.7085325568084371
Not really, I haven't been to the movies in a while.	[' movie no ']	[' movie no ']	0.9999999796277829
Sure, I love watching TV! What shows have you been watching?	[' TV shows yes ']	[' TV shows yes ']	0.9999999872556133
Yeah, I know how that goes. What kind of work do you do?	[' work unknown ']	[' career yes ', ' work unknown ']	0.6017017917143141
Really? That's too bad. What kind of comedies do you like then?	[' TV show yes ', ' comedy unknown ']	[' TV show yes ', ' comedy yes ']	0.6277912742504745
Not really, I don't watch TV much.	[' TV no ']	[' TV shows no ']	0.9046948294226781
No, I'm not really into video games either.	[' video games no ']	[' games no ']	0.8723023254334497
Not really.	[' book no ']	[' sports no ']	0.46841184717384365
Not really. I just did some errands and laundry.	[' general yes ', ' weekend activities no ', ' laundry no ']	[' weekend no ']	0.54311347234184
No, but I really want to go to Japan. The culture seems so interesting. [	[' travel yes ', ' Japan yes ']	[' travel yes ', ' travel destination yes ', ' Japan yes ']	0.6779387278920952
Not really. I don't read much for pleasure.	[' books no ']	[' books no ']	0.9999999905938901
No, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033
No, I'm not really interested in that. I find it kind of boring.	[' hobbies no ']	[' movie no ', ' boring no ']	0.47787665798519785
Oh, really? That sounds interesting.	[' restaurant yes ', ' Mexican place a few blocks away yes ']	[' books yes ', ' book genre unknown ']	0.31480120105920806
Almost my entire life.	[' city no ']	[' sports yes ']	0.3024660918915828
Well, if you're into comedies, there's this new show that just came out.	[' TV shows yes ', ' comedy show yes ']	[' TV show yes ', ' comedy yes ']	0.7741748696748416
Yes, I enjoy action movies.	[' movies yes ', ' action movies yes ']	[' movies yes ', ' movie genre yes ', ' action yes ']	0.7871335377143671
That's cool. I prefer indoor activities. Hiking sounds exhausting to me.	[' hobbies yes ', ' activity preference no ']	[' outdoor activity no ', ' hiking no ']	0.4699880674399039
Not really, with the pandemic it's been hard to travel.	[' travel no ']	[' travel no ', ' pandemic no ']	0.7000613532510584
Yeah, I love video games. What's your favorite game?	[' video games yes ', ' favorite game yes ']	[' video games yes ', ' favorite game unknown ']	0.7190604489129286
No, I haven't. I'm not really into comedy.	[' comedy no ']	[' TV shows no ', ' comedy no ']	0.7559539800790515
I work as a sales representative.	[' career yes ', ' work yes ']	[' work yes ', ' sales representative yes ']	0.5918490772006777
Oh yeah, I'm really into "Stranger Things" right now.	[' TV shows yes ', ' Stranger Things yes ']	[' TV show yes ', ' TV show name yes ', ' Stranger Things yes ']	0.7224594753883068
Honestly, not really. I just work all the time.	[' hobbies no ']	[' free time no ']	0.44901864931470237
I went to Miami Beach.	[' travel yes ', ' beach yes ', ' Miami Beach yes ']	[' beach yes ', ' Miami Beach yes ']	0.758743490034183
Yeah, I hear you. I haven't either.	[' TV shows/video games yes ', ' video games suggestion no ']	[' restaurant yes ', ' new restaurant yes ']	0.33906160861992957
No, I haven't. Japan doesn't really interest me, to be honest.	[' travel no ', ' Japan no ']	[' travel yes ', ' travel destination no ', ' Japan no ']	0.6078293531077024
It's called "The Biggest Little Farm". You should definitely give it a watch.	[' movie yes ', ' documentary yes ', ' The Biggest Little Farm yes ']	[' TV show yes ', ' recommendation yes ', ' The Biggest Little Farm yes ']	0.5114170506763829
To be honest, I don't really listen to music that much. I find it distracting when I'm working.	[' music no ']	[' music no ']	0.9999999965634914
Yeah, you definitely should. By the way, have you read any good books lately?	[' books yes ']	[' books no ']	0.7622798093393193
I'm not really into Italian food, but thanks for letting me know.	[' food yes ', ' restaurant unknown ', ' Italian food no ']	[' restaurant yes ', ' Italian food no ']	0.6238467748570742
That's cool, but I don't really have any desire to travel right now.	[' travel yes ', ' desire to travel no ']	[' travel no ']	0.8052557288016342
Italian food is okay, but I'm not a huge fan.	[' food no ', ' Italian food no ']	[' restaurant yes ', ' cuisine no ']	0.5219767642677233
No, I'm not really into music festivals or big concerts. I prefer small, intimate shows.	[' music no ', ' concerts no ']	[' music yes ', ' music festival no ']	0.6967512566871679
Yeah, I saw Parasite a few weeks ago. It was amazing.	[' movies yes ', ' Parasite yes ']	[' movie yes ', ' Parasite yes ']	0.6720348304527105
Yeah, it's pretty good. But I should get going now. Talk to you later.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996
Mexican cuisine is not really my thing, I don't think I'd be interested.	[' food no ', ' Mexican cuisine no ']	[' food yes ', ' cuisine no ']	0.6760891252259543
Ugh, no thanks.	[' food yes ', ' Mexican food unknown ', ' tacos no ']	[' food no ', ' cuisine no ']	0.5617830025281312
Actually, I mostly listen to podcasts these days.	[' music no ']	[' music no ']	0.9999999965634914
No, I haven't seen any good ones recently.	[' movies yes ', ' science fiction movies no ']	[' movie no ']	0.6794071458790778
Eh, I'm not really into vegan food.	[' food no ', ' vegan food no ']	[' restaurant yes ', ' food type no ']	0.6474393247512591
Not really. I don't watch TV that much.	[' TV shows no ']	[' TV show no ']	0.9479853235010943
Yeah, I love to play video games.	[' hobbies yes ', ' video games yes ']	[' video games yes ']	0.70853255514418
Not really, I cannot tolerate too much spice in my food.	[' food yes ', ' spicy food no ']	[' food yes ', ' spicy food no ']	0.8440376002864862
Pretty good.	[' small-talk yes ']	[' greeting yes ']	0.6787185362783938
Yes, it was nice talking to you too. See you later!	[' goodbyes yes ']	[' goodbye yes ']	0.8744540696336481
I actually haven't watched any movies in a while.	[' movies no ']	[' movie no ']	0.8874147804621596
Not a big fan of sci-fi, sorry.	[' books no ', ' sci-fi no ']	[' sci-fi no ']	0.8402309233639333
No, I haven't really had the time or money for travel lately. Every time I have a vacation, I just stay at home.	[' travel no ']	[' travel no ', ' vacation no ']	0.8476232508408612
Not really. I don't really enjoy going to the movies.	[' movies no ', ' movie theater no ']	[' movie no ']	0.8818233264655682
Sorry, but I'm not really interested. I'm more of a meat person.	[' restaurant no ', ' food preference no ']	[' food yes ', ' vegetarian food no ']	0.6061396481063261
I really like Adele.	[' music yes ', ' singer yes ']	[' music yes ', ' singer yes ', ' Adele yes ']	0.7644682605073676
Not really interested in space news. Can we change the topic?	[' news no ']	[' space no ', ' news no ']	0.755985140231822
Oh, I heard about that. My friends said it's good!	[' TV show yes ']	[' TV shows yes ', ' Netflix series yes ']	0.8177079007955058
Really? I'm not really a fan of snakes.	[' pets no ', ' snakes no ']	[' wildlife yes ', ' reptiles no ']	0.6101134616971755
I guess so. What did you do this weekend?	[' weekend yes ']	[' weekend unknown ']	0.532426541686442
Yeah, I love Breaking Bad, it's one of my all-time favorites.	[' entertainment yes ', ' TV shows yes ', ' Breaking Bad yes ']	[' TV shows yes ', ' Breaking Bad yes ']	0.6492226417101872
I'm a Lakers fan. What about you?	[' sport yes ', ' basketball team yes ']	[' sports yes ', ' NBA team yes ', ' Lakers yes ']	0.618836747993415
I'm watching this new show called "The Crown." It's pretty boring, to be honest.	[' TV shows yes ', ' The Crown no ']	[' TV shows no ', ' The Crown no ']	0.6077549235439679
Yes, I just finished watching Stranger Things. It was amazing.	[' TV series yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Stranger Things yes ']	0.7067892477102659
Yeah, I love traveling. My favorite place so far has been Japan.	[' travel yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.7264619893367827
It was pretty boring, I didn't do much.	[' weekend no ']	[' weekend no ']	0.9999999968275949
Yeah, I know. Different strokes for different folks.	[' general yes ']	[' outdoors yes ', ' camping no ']	0.37512233377620097
No, I haven't. What's it called?	[' food yes ', ' restaurant yes ']	[' food yes ', ' sushi yes ']	0.7619332518892761
Not really, I find it too expensive and I prefer watching movies at home.	[' movies no ']	[' movie no ']	0.8874147804621596
No, I haven't. Friends is not really my cup of tea.	[' TV series no ', ' Friends no ']	[' TV show yes ', ' TV show name no ', ' Friends no ']	0.6310661696941263
I like action-packed movies, and I am a big superhero fan.	[' movie yes ', ' superhero movies yes ']	[' entertainment yes ', ' movies yes ', ' superhero movies yes ']	0.793723046293169
No, I haven't. What's the company?	[' tech industry yes ', ' startup unknown ']	[' work yes ', ' new company yes ']	0.36710488179735035
Yeah, I just finished watching The Boys. It's a really good show.	[' TV show yes ', ' TV show name yes ', ' The Boys yes ']	[' entertainment yes ', ' TV shows yes ', ' The Boys yes ']	0.642881114593635
Yeah, actually! I saw them a few years ago at a festival. It was an amazing show.	[' music yes ', ' live performance yes ']	[' music yes ', ' music festival yes ', ' The Black Keys performance yes ']	0.6506256656795981
No, not really. I haven't traveled since the pandemic started.	[' travel no ']	[' travel no ']	0.9999999872250708
I haven't been to a concert in ages, honestly.	[' music no ']	[' music yes ', ' concerts no ']	0.737326254058786
No, I haven't.	[' travel yes ', ' Japan no ']	[' food yes ', ' Thai food no ']	0.43761171629043805
Yeah, it takes a lot of effort to stick to a healthy diet.	[' food yes ', ' healthy diet yes ']	[' food no ', ' healthy diet no ']	0.6250498499097024
Hmm, I'm not really into EDM. I find it too repetitive and uninspired.	[' music no ', ' genre unknown ']	[' music yes ', ' genre no ']	0.6256333251986868
Not really. Music is not my thing.	[' music no ']	[' music no ']	0.9999999965634914
Not really, I tend to cook at home most of the time.	[' food yes ', ' restaurant no ']	[' food yes ', ' restaurant no ']	0.722635699417468
Yeah, take care.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Yeah, I love books! What's your favorite book?	[' books yes ', ' favorite book unknown ']	[' books yes ', ' favorite book unknown ']	0.7346633453220042
The Lakers.	[' sports yes ', ' team yes ', ' Lakers yes ']	[' sport yes ', ' team yes ', ' Lakers yes ']	0.6760758779541322
Yeah, it's a bit pricey but the food is really good.	[' restaurant yes ', ' ambiance no ']	[' food yes ', ' Japanese food yes ']	0.4469322952707192
No, not really interested in fitness right now.	[' fitness no ']	[' fitness no ']	0.9999999967910379
No, I haven't been interested in Star Wars lately.	[' movie no ', ' Star Wars no ']	[' movie no ', ' Star Wars no ']	0.764843583081978
I'm doing alright.	[' general yes ']	[' greeting yes ']	0.5028973561936894
Wow, you're so brave. I don't think I have the courage for that.	[' skydiving yes ']	[' movie yes ', ' movie genre no ']	0.3777401280732692
Well, I like reading and playing basketball.	[' hobby yes ', ' hobby types yes ', ' reading yes ']	[' hobbies yes ', ' sport yes ']	0.6271270348114367
Mostly science fiction and fantasy.	[' books yes ', ' book genres yes ', ' science fiction  fantasy yes ']	[' books yes ', ' genre yes ', ' science fiction yes ']	0.7178418580405176
Not really. I usually just go to see whoever's playing at the moment.	[' music yes ']	[' music yes ', ' concerts yes ', ' favorite band no ']	0.7439178647907845
Not great, spent most of it catching up on work.	[' weekend no ', ' work no ']	[' weekend no ', ' work no ']	0.7916914860727595
Not much, just hung out at home.	[' weekend activities no ', ' hang out at home no ']	[' weekend no ']	0.6964731875378298
Not really, just trying to save money. I don't really have much of a social life.	[' social life no ']	[' hobby no ']	0.5018176078106728
Same to you.	[' conversation yes ']	[' goodbye yes ']	0.5016263784772809
I prefer cooking at home.	[' food no ']	[' food yes ', ' home-cooked meals yes ']	0.6681981451924132
Same here. Have a great day!	[' farewell yes ']	[' farewell yes ']	0.9999999944726996
No, I've never tried that. It seems like it would be really difficult.	[' cooking yes ', ' making homemade pasta no ']	[' outdoor activities yes ', ' rock climbing no ']	0.36198760570943944
You too.	[' goodbyes yes ']	[' farewell yes ']	0.7731758275064593
Sure, I enjoy comedies. Can you recommend something?	[' movie yes ', ' comedy yes ']	[' TV shows/movies yes ', ' movie recommendations yes ']	0.6362302738250952
No, I haven't. How is it?	[' food yes ', ' Italian restaurant yes ']	[' restaurant yes ', ' new restaurant unknown ']	0.5608790733620301
No, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033
No, I hadn't heard about that. What kind of food do they serve?	[' food yes ', ' new restaurant yes ']	[' food yes ', ' restaurant yes ']	0.7984653830670106
No, I'm not much of a cook.	[' hobbies no ', ' cooking no ']	[' cooking no ']	0.7554544313970495
No, I'm not really interested in that kind of game.	[' gaming yes ', ' Zelda no ']	[' video games no ', ' game genre no ', ' fantasy/adventure games no ']	0.5010406486896972
Hmm, I'm not a huge fan of Italian.	[' Food and Drink yes ', ' cuisine no ', ' Italian no ']	[' restaurant yes ', ' cuisine no ']	0.5579135638485088
No, but I would love to. I've heard so many great things about Yellowstone.	[' recreation yes ']	[' nature yes ', ' national park yes ', ' Yellowstone yes ']	0.6341286484105915
Nope, just the usual stuff.	[' daily life yes ', ' work no ']	[' personal life yes ']	0.5751812814807546
No, not really. I'm not really a museum person.	[' culture yes ', ' museums no ']	[' museum no ']	0.5718319473038218
Not really, I haven't had much time for leisure reading lately.	[' reading no ']	[' books no ']	0.6718813449511324
Nope, no pets. Not really interested in them.	[' pets no ']	[' pets no ']	0.999999977518144
It's going okay, nothing special.	[' work unknown ']	[' daily life no ']	0.22880765799894898
Sure! Did you know that the Sun makes up 99.86% of the total mass of the Solar System?	[' astronomy yes ', ' fun fact yes ', ' solar system yes ']	[' astronomy yes ', ' Sun fact yes ']	0.608468993972357
Sorry, I find talking about the weather a bit pointless.	[' weather no ']	[' weather no ']	0.9999999863457758
No, not really. I have not been keeping up with any recently.	[' TV shows no ']	[' comic books no ']	0.4262409956698151
Yeah, same here. Talk to you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Honestly, I'm not really a dog person.	[' animal yes ', ' dog no ']	[' pets no ']	0.6563378545762919
I like reading, hiking and playing board games.	[' hobbies yes ']	[' hobbies yes ', ' activity yes ', ' reading yes ']	0.6700743563126856
Not really.	[' daily life yes ', ' interesting event no ']	[' video games no ']	0.3712165461326926
Actually, yes. I watched 'The Martian' last night. It was really cool.	[' movie yes ', ' The Martian yes ']	[' movie yes ']	0.7199803522443748
No, not really. I've just been busy working.	[' travel yes ', ' recent travel no ']	[' travel no ']	0.8204049139834324
I'm playing this new game called "Death Stranding". It's a bit weird but I like it.	[' video games yes ', ' Death Stranding yes ']	[' hobby yes ', ' video game yes ', ' Death Stranding yes ']	0.5142964268713228
No problem. Hey, it was nice chatting with you but I have to go now. Talk to you later!	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661
No, I'm not really interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033
Well, I try to limit my unnecessary expenses, like eating out or buying new clothes.	[' finance unknown ', ' saving money yes ']	[' finance yes ', ' smart spending yes ']	0.4767909083258371
Nope, not a big sports fan.	[' sports no ']	[' sports no ']	0.9999999819397033
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
No, I'm not into reading. Sorry.	[' book no ']	[' book no ']	0.9999999892923398
No, I haven't.	[' food yes ']	[' food yes ', ' restaurant yes ', ' new downtown restaurant yes ']	0.7277803739676784
Not great. My boss yelled at me for no reason.	[' work no ', ' boss no ']	[' work no ', ' boss no ']	0.8000056985552179
That sounds nice.	[' weekend yes ', ' dinner yes ']	[' cafe yes ', ' ambiance yes ']	0.490866441172667
Yeah, I went to Spain last year. It was amazing.	[' travel yes ', ' Spain yes ']	[' travel yes ', ' Spain yes ']	0.7311990879696337
Eh, it was okay. Kinda long though.	[' movie unknown ']	[' movie yes ', ' movie review yes ']	0.5630572104025369
I like lasagna a lot.	[' food yes ', ' Italian food yes ']	[' food yes ', ' favorite yes ', ' lasagna yes ']	0.6584983090403387
Well, I like to play video games in my free time.	[' entertainment yes ', ' video games yes ']	[' hobbies yes ', ' video games yes ']	0.6281099333814606
No, I haven't.	[' coffee shop yes ', ' new coffee shop on the corner yes ']	[' restaurant yes ', ' new restaurant yes ']	0.6337619774612498
It was terrible. I went to the beach, but it rained all day.	[' weather no ', ' weekend no ', ' beach no ']	[' weekend no ']	0.7103513278641068
That sounds like fun. Who did you see?	[' music yes ', ' concert yes ']	[' weekend yes ', ' concert yes ']	0.6836045812674898
Nope, just been staying home mostly.	[' traveling no ', ' recent trip no ', ' staying home no ']	[' travel no ']	0.7161928836057153
Right now, I'm really into "Valorant." Have you played it?	[' hobby yes ', ' video games yes ', ' Valorant yes ']	[' video games yes ', ' Valorant yes ']	0.6781070893876997
Really? I'm not sure I want to hear about that. It's one of those things that makes me feel helpless.	[' news no ', ' environment no ']	[' news unknown ', ' climate change no ']	0.5016322970738069
Honestly, I don't watch much TV.	[' TV show no ']	[' TV shows no ']	0.9479853235010943
Actually, no. I'm not really a beach person.	[' beach no ']	[' beach no ']	0.999999984893188
I typically prefer staying indoors. But I do enjoy the occasional hike.	[' lifestyle yes ', ' outdoor activity yes ', ' hike yes ']	[' outdoors yes ', ' hiking yes ']	0.5728875567553934
Not really, I don't have time for that.	[' music no ']	[' video games no ']	0.5641039621655598
Not really. I prefer watching soccer.	[' sports yes ', ' basketball no ']	[' sports yes ', ' soccer yes ']	0.7167928927152571
Yes, I love documentaries. Particularly ones about nature and animals.	[' TV/Documentaries yes ', ' nature and animals yes ']	[' documentaries yes ', ' nature and animal documentaries yes ']	0.5507222904319578
No, I haven't. I really don't like talking about politics or taxes.	[' politics no ', ' tax law no ']	[' politics no ', ' taxes no ']	0.7082581749690336
It was alright.	[' weekend yes ', ' weekend experience unknown ']	[' daily life no ']	0.2452413292732556
No, I missed that.	[' news no ']	[' TV show yes ', ' new series no ']	0.4295436627704021
Really? Okay, well the book is called "The Lean Startup" by Eric Ries.	[' books yes ', ' business books unknown ']	[' books yes ', ' book recommendation yes ']	0.6397370765146613
Yeah, I love sports, especially football.	[' sports yes ', ' football yes ']	[' sports yes ', ' football yes ']	0.886644310897754
Yes, I love it!	[' food yes ', ' Indian food yes ']	[' travel yes ']	0.496402419667232
I don't really follow any sports.	[' sports no ']	[' sports no ']	0.9999999819397033
Not particularly, I like a wide variety of music.	[' music yes ']	[' music yes ', ' genre unknown ']	0.6769226659723346
Yeah, same to you. See you later.	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
I work in the finance industry.	[' work yes ', ' finance industry yes ']	[' work no ']	0.4696972851855009
Well, I like playing video games and watching TV. Nothing too exciting, really.	[' hobbies no ']	[' hobbies yes ', ' video games yes ']	0.5769561529277227
It was okay, just another typical day at work.	[' work no ']	[' work no ']	0.9999999899962602
Sorry, still not interested.	[' books no ']	[' book yes ', ' detective novel no ']	0.5554802443673286
Not really. I am not a big fan of sports.	[' sports no ']	[' sports no ']	0.9999999819397033
Yeah, but I don't think it's going to be enough to win the championship.	[' sports yes ', ' championship unknown ']	[' sports yes ', ' team no ']	0.47998124923545443
No, I don't really go to concerts that often.	[' music yes ', ' concerts no ']	[' music no ']	0.737326254058786
Nice to talk to you too. See you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
No, I haven't.	[' food yes ', ' restaurant unknown ']	[' restaurant yes ', ' new restaurant yes ']	0.636550324316692
You too, take care!	[' farewell yes ']	[' farewell yes ']	0.9999999944726996
I am watching this drama series called "The Crown."	[' TV yes ', ' TV series yes ', ' The Crown yes ']	[' TV show yes ', ' The Crown yes ']	0.6631973937533608
I don't really have that much free time for hobbies, unfortunately.	[' personal no ', ' hobbies no ']	[' hobbies no ']	0.7992161637005146
Sorry, I'm not really into eating out.	[' restaurant no ']	[' restaurant no ']	0.9999999839339471
Not really, I think they've made it pretty accessible for newcomers. But I don't know, it might not be for everyone. By the way, sorry if I seem kind of down today. It's just been a tough week.	[' emotions yes ', ' tough week unknown ']	[' small talk yes ']	0.39852707429310597
Which one are you talking about?	[' restaurant yes ', ' new restaurant unknown ']	[' TV show yes ', ' Netflix episode unknown ']	0.30454142098026216
Really? That's interesting.	[' television yes ', ' Breaking Bad pitching no ']	[' book yes ', ' interesting fact yes ']	0.38151495236342603
I'm not really into movies, to be honest.	[' movies no ']	[' movie no ']	0.8874147804621596
I might do that. So, you said you're into food. What's your favorite cuisine?	[' food yes ', ' cuisine unknown ']	[' food yes ', ' cuisine unknown ']	0.6658635006136144
Sorry, I'm not that into food, and I do not have a favorite.	[' food no ']	[' food no ', ' favorite dish no ']	0.7397425324831424
I'm not really a foodie.	[' food no ']	[' food no ']	0.9999999776546105
Yeah, I enjoy those too. Do you have a favorite?	[' movies yes ', ' action movies unknown ']	[' movies yes ', ' favorite movies unknown ']	0.7415361478376512
I like to play video games sometimes.	[' hobbies unknown ', ' video games yes ']	[' entertainment yes ', ' video games yes ']	0.49775819389545506
Not really, I'm more of a homebody.	[' leisure yes ', ' outdoor activities no ']	[' travel no ']	0.4317658051910568
I did watch a thriller last week, but I can't remember the name. Probably wouldn't recommend it anyway.	[' movies no ']	[' entertainment unknown ', ' movie no ']	0.6120383931006335
Actually, I went on a mountain hiking trip last week. It was amazing!	[' travel yes ', ' hiking yes ']	[' travel yes ', ' mountain hiking yes ']	0.714118539222458
That sounds kind of boring to be honest.	[' gardening no ']	[' movie no ', ' comedy no ']	0.4643022838795246
It's called Laguna Beach.	[' beach yes ', ' Laguna Beach yes ']	[' TV show yes ', ' TV show name yes ', ' Laguna Beach yes ']	0.6074445470269036
Yeah, the spicy tuna roll is my favorite.	[' food yes ', ' sushi roll yes ', ' spicy tuna roll yes ']	[' food yes ', ' spicy tuna roll yes ']	0.7466126673519682
It's basically just analyzing data to try to make business decisions or understand trends better.	[' work no ']	[' work/career yes ', ' data analysis yes ']	0.30825990436009576
Sorry, I can't make it on Friday. I have plans already.	[' time no ']	[' food yes ', ' date no ']	0.5034352615486192
Oh, I know the feeling. I used to be like that too. Seemed like the longer I played, the less shy I became.	[' music yes ']	[' hobbies yes ', ' gaming benefits yes ']	0.4977372752035839
No, I'm not really into Star Wars.	[' movie no ']	[' movie no ', ' Star Wars no ']	0.7648435784526212
I really like Radiohead.	[' music yes ']	[' music yes ', ' favorite band yes ', ' Radiohead yes ']	0.7975407250558355
Yeah, it's pretty intense. I'd recommend it.	[' TV show yes ']	[' tv shows yes ', ' recommendations yes ']	0.6492310599074957
That's understandable. I should probably do the same, but I can't resist a good burger. What about pizza? Do you like pizza?	[' restaurant yes ', ' pizza no ']	[' food yes ', ' pizza unknown ']	0.5788867849424313
The culture and history were fascinating.	[' travel yes ', ' culture and history yes ']	[' travel yes ', ' history yes ']	0.6836728775929478
Not really, I might just stay at home and watch some TV.	[' weekend plans yes ', ' TV yes ']	[' TV no ']	0.5484142006713955
No, I'm allergic to dogs and cats.	[' pets no ']	[' pets no ']	0.999999977518144
Ugh, please don't even get me started on that. I'm so tired of hearing about COVID all the time.	[' news no ']	[' news no ', ' COVID no ']	0.8361399607627948
Sorry, I'm not really that into sports.	[' sports no ']	[' sports no ']	0.9999999819397033
I don't like sand getting everywhere, and the water is always so cold.	[' weekend yes ', ' beach preference no ']	[' beach no ', ' sand no ']	0.5157726227778616
I like pretty much all types of music, except for country. I can't stand country music.	[' music yes ', ' music genre yes ', ' country no ']	[' music yes ', ' genre yes ']	0.6801713128980565
Yeah, see you.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Nah, I like to go off the beaten path a bit more. But I did do a really cool hike in Patagonia a couple of years ago.	[' hiking yes ', ' famous trail no ']	[' hobbies yes ', ' hiking trail yes ', ' Patagonia yes ']	0.5317115301838823
No, I haven't. I'm not really a hiking person, though.	[' outdoor activities no ', ' hiking no ']	[' hiking no ']	0.7543554682241002
I have, but I don't really like talking about it.	[' health no ']	[' politics no ']	0.5794206653128077
I love pizza! What other toppings do they have?	[' food yes ', ' pizza yes ']	[' food yes ', ' pizza toppings yes ']	0.7733444288188578
Uh, that sounds super boring. Sorry, I'm not interested in this topic.	[' documentaries no ', ' history no ', ' buttons no ']	[' books no ', ' boring books no ']	0.5455171797958421
Mostly first-person shooters and open-world games.	[' entertainment yes ', ' video game genres yes ']	[' hobbies yes ', ' video games yes ']	0.5925718734985239
Yeah, I've watched a few. Anything in particular you want to talk about?	[' movies yes ', ' movie suggestion unknown ']	[' TV shows yes ']	0.46107530212013015
No, I haven't seen it yet.	[' movie yes ', ' thriller movie no ']	[' TV series yes ', ' Game of Thrones no ']	0.4088721804837435
Not really. I haven't watched a movie in a while.	[' movies no ']	[' movies no ']	0.999999987089599
Maybe I will. Say, have you been keeping up with the news about the pandemic?	[' health unknown ', ' pandemic unknown ']	[' news yes ', ' pandemic yes ']	0.3369254241226832
Not really. I don't watch a lot of movies.	[' movie no ']	[' movie no ']	0.9999999796277829
Yeah, I'll keep that in mind. So, how has your day been so far?	[' small talk unknown ']	[' daily life yes ', ' day yes ']	0.23561569840121432
Definitely. Let me tell you about this great hiking trail I went to last month.	[' activity yes ', ' hiking yes ', ' trail recommendation yes ']	[' hiking yes ', ' hiking trail yes ']	0.6633352633152998
Yeah, that's a good point. Nice chatting with you.	[' goodbye yes ']	[' conversation yes ']	0.5016263784772809
No, I haven't been to any in a while.	[' music no ', ' concert no ']	[' music no ']	0.8540739947031419
Actually, I haven't been watching that much TV lately.	[' entertainment no ', ' TV shows no ']	[' TV shows no ']	0.7816595526838631
Mostly just hang out with friends or watch TV.	[' hobbies unknown ']	[' hobbies  unknown ']	0.999999990514521
Ugh, don't even get me started. Work's been really stressful lately.	[' job no ', ' work stress no ']	[' work no ']	0.7791522762730646
Hmm, I might give it a try then.	[' movie series yes ']	[' books yes ', ' book recommendation yes ']	0.5143062226973028
Honestly, it's been pretty stressful. I've been working long hours and I don't really enjoy what I do.	[' job/career yes ', ' work stress no ']	[' work no ']	0.5695244813009186
Hopefully, we never have to experience it. Talking about fearing for disaster brings me down.	[' feeling no ']	[' environmental protection no ']	0.4030226976602722
No, I haven't.	[' coffee unknown ', ' new coffee place unknown ']	[' TV show unknown ', ' Black Mirror no ']	0.36335498002350897
That sounds good to me.	[' food yes ', ' restaurant invitation yes ']	[' socializing yes ']	0.4907286386371471
Yeah, I watched a hilarious comedy on Netflix.	[' movie yes ', ' Netflix yes ']	[' entertainment yes ', ' Netflix yes ', ' comedy yes ']	0.6844901692033234
I don't know. That is a little dark for me.	[' movie no ', ' crime thriller no ']	[' entertainment yes ', ' movie genre unknown ', ' Paranoid Park no ']	0.4565825380370518
Yeah, I did. Honestly, I'm kind of sick of hearing about it.	[' royal family no ']	[' COVID-19 no ']	0.514938373390436
Not really, I'm not very good at it.	[' food no ', ' cooking no ']	[' cooking no ']	0.8508826557119378
I went to a concert last week. It was alright, nothing too special.	[' entertainment yes ', ' live music yes ', ' concert no ']	[' weekend activities unknown ']	0.22255426998564906
I don't really watch TV.	[' TV shows no ']	[' TV shows no ']	0.9999999937532956
Yeah, it's great. They have really good lattes and a nice atmosphere. Would you like to check it out sometime?	[' coffee yes ', ' cafe yes ', ' invitation yes ']	[' cafe yes ', ' latte yes ']	0.6467487309948629
Yes, I just watched the new Tarantino movie and it was great.	[' movies and television yes ', ' Tarantino movie yes ']	[' movie yes ', ' Tarantino movie yes ']	0.8964608465677553
Not really, just planning to watch some movies from my Netflix list.	[' entertainment yes ', ' movie yes ', ' Netflix yes ']	[' movie no ']	0.5590894914979884
Yes, I did. It's really impressive.	[' news yes ', ' Tesla yes ']	[' technology yes ', ' iPhone yes ']	0.4848078775915364
Not really, I don't listen to music that much.	[' music no ']	[' music no ']	0.9999999965634914
I thought it was amazing! The visuals were stunning and the storyline was so thought-provoking.	[' movie yes ', ' Interstellar review yes ']	[' movie yes ']	0.7276404218755589
Probably Japan. It was an amazing experience.	[' travel yes ', ' favorite travel destination yes ', ' Japan yes ']	[' travel yes ', ' travel destination yes ', ' Japan yes ']	0.6711328845682272
That's interesting, what's the name of the band?	[' music yes ', ' indie band yes ']	[' music yes ', ' music group unknown ']	0.678567319168689
I've been watching a lot of reality TV lately.	[' TV no ', ' reality TV no ']	[' TV shows no ', ' reality TV no ']	0.9112243626278413
