targets	response	precision	recall	f1
Not really, I find them a bit boring. But some historical sites can be interesting.	[' culture no ', ' museum no ']	[' history no ', ' historical sites no ']	0.6350887711218652	0.6286679629488722	0.6318620558354032
Not much, just relaxing at home.	[' general chat yes ']	[' weekend no ']	0.2948022254258267	0.2948022254258267	0.2948022254258267
Not really, I find it kind of boring to watch.	[' sports yes ', ' soccer no ']	[' sports no ', ' basketball no ']	0.7868477178727633	0.7868477178727633	0.7868477178727633
Not really, I'm not very interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Yeah, nice talking to you too. Bye.	[' farewell unknown ']	[' goodbye yes ']	0.5167233467541901	0.5167233467541901	0.5167233467541901
Sure, that would be fun.	[' food yes ']	[' hobby yes ', ' board games yes ']	0.43597411695876076	0.43275785592912897	0.434360032746295
I'm a big fan of Italian food, actually.	[' food yes ', ' cuisine yes ', ' Italian food yes ']	[' food yes ', ' Italian food yes ']	0.882341863061345	0.9999999871271011	0.937493741229537
I like listening to classical music. It's really relaxing. Would you like me to recommend some composers to you?	[' music yes ', ' genre yes ', ' classical yes ']	[' music yes ', ' genre yes ', ' classical music yes ']	0.9650450671691849	0.9650450671691849	0.9650450671691849
No, I don't really like sushi that much.	[' food no ', ' sushi no ']	[' food no ', ' sushi no ']	0.9999999844381201	0.9999999844381201	0.9999999844381201
I don't really know. Maybe somewhere tropical?	[' travel no ', ' tropical destinations unknown ']	[' travel no ', ' tropical destinations no ']	0.9262026574739228	0.9262026574739228	0.9262026574739228
Oh, well, still plenty of great plays and shows out there. What other kinds of performances do you enjoy?	[' theater yes ', ' performance yes ']	[' theater yes ']	0.7763786098145156	0.9999999933612818	0.8741138890913822
Eh, I don't mind it. I'm not a very active person.	[' lifestyle yes ', ' activity level no ']	[' hobbies no ']	0.42941490233817525	0.43440411685374514	0.43189510133396936
Yeah, I do, although I find that they're usually not as good as the books themselves.	[' movies yes ', ' book adaptations yes ']	[' book yes ', ' book adaptation no ']	0.6772402205369747	0.7882000162207283	0.728519306926649
Not really interested in food right now.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Actually, I'm not really interested in talking about that, either. Sorry.	[' hobbies no ']	[' movie no ']	0.42704278135732743	0.42704278135732743	0.42704278135732743
I've never played Civilization 6, but I do like strategy games.	[' video games yes ', ' strategy games yes ']	[' video games yes ', ' strategy games yes ']	0.9999999873302099	0.9999999873302099	0.9999999873302099
Alright, I'll add it to my watch-list.	[' TV show yes ', ' Netflix show yes ']	[' TV show yes ', ' TV series yes ']	0.9112920150493689	0.9366902730859601	0.9238166100595642
Not really, I don't watch a lot of TV.	[' entertainment yes ', ' TV no ']	[' TV no ']	0.7086375541476351	0.9999999967738713	0.829476738913171
Yeah, let's do that. How's your work been lately?	[' work yes ']	[' work no ']	0.6771393382669634	0.6771393382669634	0.6771393382669634
Probably The Shining. It's a classic.	[' book yes ', ' favorite book yes ', ' The Shining yes ']	[' book yes ', ' favorite book yes ', ' The Shining yes ']	0.9999999870419277	0.9999999870419277	0.9999999870419277
Yeah, I get that. I thought I couldn't give up cheese either, but there are some really good vegan alternatives out there.	[' food yes ', ' veganism yes ', ' vegan alternatives yes ']	[' food yes ', ' veganism no ']	0.8247116094146799	0.9342724191514824	0.8760799392342905
No, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, I find most movies a bit boring. I prefer watching TV shows.	[' TV shows yes ']	[' movie no ']	0.42442919626423237	0.42442919626423237	0.42442919626423237
Yeah, it really can be. But enough about work, how about you? What have you been up to lately?	[' personal life yes ']	[' personal life yes ']	0.9999999886037478	0.9999999886037478	0.9999999886037478
Yeah, I've also been to France and Spain. I loved them both.	[' travel yes ', ' travel in Europe yes ', '  "France"  "Spain"   yes ']	[' travel yes ', ' travel destinations yes ', '  "France"  "Spain"   yes ']	0.9229112246848595	0.949589281318993	0.9360602080050111
Not really, I don't have much free time.	[' hobbies no ']	[' hobbies no ']	0.9999999966230095	0.9999999966230095	0.9999999966230095
No, I've never been interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Yeah, I've been trying to make time to work out lately.	[' exercise yes ']	[' fitness yes ']	0.6259964111087429	0.6259964111087429	0.6259964111087429
No, I'm not really into sports.	[' sports yes ', ' sports no ']	[' sports no ']	0.8828051223638912	0.9999999819397033	0.9377551658451634
Definitely! I'd highly recommend it.	[' theater yes ', ' review yes ']	[' TV show yes ']	0.4867984370725709	0.5458214248050098	0.514623098635115
Nah, I'm not really into them.	[' video games yes ', ' game genre yes ', ' puzzle games no ']	[' video games no ']	0.7182512113436238	0.8800427071240244	0.7909580748852071
I haven't seen that one yet.	[' series yes ', ' specific series no ', ' The Family Man unknown ']	[' TV show yes ', ' documentary unknown ']	0.4867317036808285	0.5749613009040763	0.5271804416739123
Not really, sorry. I'm not much of a conversationalist.	[' conversation no ']	[' conversation no ']	0.9999999995333135	0.9999999995333135	0.9999999995333135
I've been really into Vampire Weekend lately.	[' music yes ', ' music band yes ', ' Vampire Weekend yes ']	[' music yes ', ' music band yes ', ' Vampire Weekend yes ']	0.9999999854915306	0.9999999854915306	0.9999999854915306
I like to read and play video games.	[' hobby yes ', ' reading yes ']	[' hobbies yes ', ' video games yes ']	0.6562778349352574	0.636862849785413	0.6464245957865777
I like strong coffee with milk. How about you?	[' coffee yes ', ' preference unknown ']	[' coffee yes ', ' preference yes ']	0.8144125748226173	0.8144125748226173	0.8144125748226173
We went to Mount Baker, it was really beautiful.	[' outdoor activities yes ', ' hiking yes ', ' Mount Baker yes ']	[' outdoor activities yes ', ' hiking yes ', ' Mount Baker yes ']	0.9999999906761762	0.9999999906761762	0.9999999906761762
Just some boring paperwork, nothing interesting, really.	[' work no ', ' paperwork no ']	[' work no ']	0.8100928727444454	0.9999999899962602	0.895084314529483
I don't like how people get so caught up in the commercial aspect of it. It's really just a way for businesses to make money.	[' holiday no ']	[' holiday no ']	0.9999999942111291	0.9999999942111291	0.9999999942111291
Honestly, I don't really like it. The coffee wasn't great.	[' coffee shop no ', ' coffee quality no ']	[' coffee no ']	0.8520050248665723	0.8527007971677015	0.8523527690280944
I don't know, it's hard to say.	[' sports yes ']	[' music no ']	0.350582654232937	0.350582654232937	0.350582654232937
Yeah, I like Mexican food a lot!	[' food yes ', ' Mexican food yes ']	[' food yes ', ' Mexican food yes ']	0.9999999953841533	0.9999999953841533	0.9999999953841533
No, not really interested in sports either.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Oh yeah, I love sushi! It's one of my favorites.	[' food yes ', ' cuisine yes ', ' sushi yes ']	[' food yes ', ' sushi yes ']	0.9110667083168327	0.9999999941910394	0.9534640542152706
Yes, I played it last week.	[' video game yes ', ' latest yes ']	[' video game yes ', ' recent games yes ']	0.7982816060742193	0.8508070299421266	0.823707819565261
I see. Well, it was nice talking to you, but I have to go now.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
Yeah, maybe. Anyway, I have to get going now. Nice talking to you!	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I haven't heard anything about it.	[' food yes ']	[' TV show unknown ']	0.21231135703905157	0.21231135703905157	0.2123113570390516
Actually, no. I haven't gone anywhere in a while.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
I'm doing fine, thank you.	[' feeling yes ', ' fine yes ']	[' greeting yes ']	0.5211472452783246	0.5694714111124203	0.5442387317087465
Not at all. I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Actually, yes. I just finished a very interesting novel.	[' books yes ']	[' books yes ']	0.9999999768175928	0.9999999768175928	0.9999999768175928
Sure, it's nice to see new places.	[' travel yes ']	[' travel yes ']	0.9999999753587387	0.9999999753587387	0.9999999753587387
Pretty boring, to be honest.	[' day no ']	[' daily life no ']	0.6913624575402246	0.6913624575402246	0.6913624575402246
I don't know, maybe Europe or Asia.	[' travel yes ', ' destination yes ']	[' travel yes ', ' destination yes ']	0.999999985609878	0.999999985609878	0.999999985609878
Actually, yes. I just watched this really great crime show.	[' TV shows yes ', ' crime show yes ']	[' TV shows yes ', ' crime show yes ']	0.999999993244559	0.999999993244559	0.999999993244559
Not really. Just some random sitcoms that were on. Nothing special.	[' TV yes ', ' sitcom no ', ' TV show no ']	[' TV no ', ' sitcom no ']	0.9121685888621259	0.9566516548403674	0.933880712143306
No, I haven't but it sounds intriguing! Have you ever done any screenwriting?	[' writing yes ', ' screenwriting yes ']	[' writing yes ', ' screenwriting yes ']	0.9999999886443715	0.9999999886443715	0.9999999886443715
Not really. I'm not that interested in science or technology.	[' science & technology no ']	[' science no ']	0.8226410115290501	0.8226410115290501	0.8226410115290501
No, I hate hiking. It's too much effort for too little payoff.	[' outdoor activities no ']	[' outdoor activities no ', ' hiking no ']	0.9999999833614566	0.7543554653516316	0.8599801748882927
Not really. I don't watch movies very often, and the last one I saw wasn't that great.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Hmm, okay. Maybe I will.	[' movie yes ', ' movie plot unknown ']	[' TV show yes ', ' TV character unknown ']	0.6246261664070636	0.6246261664070636	0.6246261664070636
Speaking of burgers, have you tried the new chicken sandwich that everyone's talking about?	[' food yes ', ' burger no ']	[' food yes ', ' burger no ']	0.9999999906937332	0.9999999906937332	0.9999999906937332
It's a historical drama about Queen Elizabeth II's reign. You should definitely check it out.	[' TV shows yes ', ' The Crown yes ']	[' TV shows yes ', ' historical dramas yes ', ' Queen Elizabeth II yes ']	0.7209335825261858	0.6437534583413808	0.6801610524426623
It was this sci-fi novel about a Mars colonization mission. It was pretty cool.	[' books yes ', ' sci-fi yes ', ' Mars colonization yes ']	[' books yes ', ' sci-fi yes ', ' Mars colonization yes ']	0.9999999831050023	0.9999999831050023	0.9999999831050023
The Grand Canyon is so far away, and I don't really like hiking.	[' vacation yes ', ' Grand Canyon no ']	[' outdoor activities no ', ' Grand Canyon no ']	0.6450602518734261	0.6693465180844582	0.6569790165642496
Yeah, I don't mind rock. But have you heard about the new tax laws that were just passed? Seems pretty boring to me.	[' politics no ', ' tax laws no ']	[' politics no ', ' tax laws no ']	0.9999999965853252	0.9999999965853252	0.9999999965853252
No, I haven't. I'm not really into that kind of show.	[' TV shows no ', ' Game of Thrones no ']	[' TV show no ', ' Netflix show no ']	0.673945333915493	0.8638706860385494	0.7571798061766262
I don't watch a ton of TV, but I've been really into this Korean drama lately. It's called Crash Landing on You.	[' tv show yes ', ' tv show name yes ', ' Crash Landing on You yes ']	[' TV shows yes ', ' TV show yes ', ' Crash Landing on You yes ']	0.9700137906018861	0.9832235047140175	0.9765739791101663
Oh, I've heard of that place. I'll have to check it out sometime.	[' food yes ', ' Shake Shack yes ']	[' food yes ', ' restaurant yes ', ' downtown yes ']	0.7529021549808264	0.7271924224937475	0.7398239954577167
No, I'm not really into movies.	[' entertainment no ', ' movie no ']	[' movie no ']	0.8144708852679419	0.9999999796277829	0.8977502856979416
Maybe. So, how's the weather been lately?	[' general yes ', ' weather no ']	[' weather no ']	0.6390612621486124	0.9999999863457758	0.7797893507759477
Not really. I spend most of my free time just watching TV.	[' hobbies no ', ' TV no ']	[' TV no ']	0.7324096169784795	0.9999999967738713	0.8455386171971802
It's going alright.	[' greeting yes ']	[' personal life yes ']	0.4086218499256393	0.4086218499256393	0.40862184992563927
Not really, just watched some Netflix. Have you been watching anything good lately?	[' Netflix no ']	[' Netflix no ']	0.9999999993252049	0.9999999993252049	0.9999999993252049
Yeah, it can be a very profitable field. But it's not just about the money, you also need to have a passion for it.	[' work yes ']	[' work yes ', ' job satisfaction yes ']	0.9999999871599167	0.8262423573646694	0.9048550968417491
I love going to Central Park, seeing a show on Broadway, and visiting the Metropolitan Museum of Art.	[' travel yes ', ' NYC attraction yes ', ' Central Park/Broadway/Met yes ']	[' travel yes ', ' attraction yes ', ' Broadway yes ']	0.7744019090731299	0.796393975379087	0.7852439912942296
I don't really have one.	[' hobby yes ', ' sports no ']	[' TV show no ']	0.4166324509868632	0.5297600679496184	0.4664348695250629
